true_binary_position:
11

{'sorted_evidence': 21045546.765299998, 'sorted_binaries': [0, 0, 0, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48459162.255688839, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21046033.388149999, 'sorted_binaries': [0, 0, 0, 0, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 48460282.746209167, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21046292.331653997, 'sorted_binaries': [0, 0, 0, 0, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 48460878.985661395, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21046716.526829999, 'sorted_binaries': [0, 0, 0, 0, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 48461855.73115018, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21047330.245920002, 'sorted_binaries': [0, 0, 0, 1, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48463268.871578105, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21047419.86434, 'sorted_binaries': [1, 0, 0, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48463475.225616053, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21047819.157450002, 'sorted_binaries': [0, 0, 0, 1, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 48464394.631978877, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21047832.796239998, 'sorted_binaries': [0, 1, 0, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48464426.036453411, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21047840.561000001, 'sorted_binaries': [0, 0, 1, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48464443.915474042, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21047897.254020002, 'sorted_binaries': [1, 0, 0, 0, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 48464574.455976769, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21047901.829949997, 'sorted_binaries': [0, 0, 0, 0, 0, 0, 0, 1, 0], 'Log-10 sorted evidence': 48464584.99244497, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048004.585449997, 'sorted_binaries': [0, 0, 0, 0, 0, 0, 1, 0, 0], 'Log-10 sorted evidence': 48464821.595727488, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048098.39531, 'sorted_binaries': [0, 0, 0, 1, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 48465037.600912705, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048105.371540003, 'sorted_binaries': [0, 0, 0, 0, 0, 0, 0, 0, 1], 'Log-10 sorted evidence': 48465053.664275914, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048156.334144, 'sorted_binaries': [1, 0, 0, 0, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 48465171.010008179, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048319.81707, 'sorted_binaries': [0, 1, 0, 0, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 48465547.443356551, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048325.20733, 'sorted_binaries': [0, 0, 0, 0, 0, 1, 1, 0, 0], 'Log-10 sorted evidence': 48465559.854888871, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048326.256690003, 'sorted_binaries': [0, 0, 1, 0, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 48465562.271129571, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048385.200139999, 'sorted_binaries': [0, 0, 0, 0, 0, 1, 0, 1, 0], 'Log-10 sorted evidence': 48465697.993438862, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048499.628820002, 'sorted_binaries': [0, 0, 0, 1, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 48465961.47521165, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048578.508313999, 'sorted_binaries': [0, 1, 0, 0, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 48466143.10195867, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048580.529320002, 'sorted_binaries': [1, 0, 0, 0, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 48466147.755496964, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048586.318534002, 'sorted_binaries': [0, 0, 1, 0, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 48466161.085654818, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048590.817820001, 'sorted_binaries': [0, 0, 0, 0, 0, 1, 0, 0, 1], 'Log-10 sorted evidence': 48466171.445643693, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048650.026504003, 'sorted_binaries': [0, 0, 0, 0, 1, 0, 0, 1, 0], 'Log-10 sorted evidence': 48466307.778676845, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048761.592883997, 'sorted_binaries': [0, 0, 0, 0, 1, 0, 1, 0, 0], 'Log-10 sorted evidence': 48466564.669760302, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21048850.259334002, 'sorted_binaries': [0, 0, 0, 0, 1, 0, 0, 0, 1], 'Log-10 sorted evidence': 48466768.831806332, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049002.703489996, 'sorted_binaries': [0, 1, 0, 0, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 48467119.84744744, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049010.51371, 'sorted_binaries': [0, 0, 1, 0, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 48467137.831143595, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049068.338819996, 'sorted_binaries': [0, 0, 0, 0, 1, 1, 0, 1, 0], 'Log-10 sorted evidence': 48467270.978379868, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049084.38989, 'sorted_binaries': [0, 0, 0, 0, 1, 1, 1, 0, 0], 'Log-10 sorted evidence': 48467307.937334388, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049193.966140002, 'sorted_binaries': [1, 0, 0, 1, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48467560.245974191, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049273.956500001, 'sorted_binaries': [0, 0, 0, 0, 1, 1, 0, 0, 1], 'Log-10 sorted evidence': 48467744.430584706, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049616.792160001, 'sorted_binaries': [0, 1, 0, 1, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48468533.838864766, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049637.17365, 'sorted_binaries': [0, 0, 1, 1, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48468580.768979818, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049682.877670001, 'sorted_binaries': [1, 0, 0, 1, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 48468686.006374955, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049686.560440004, 'sorted_binaries': [0, 0, 0, 1, 0, 0, 0, 1, 0], 'Log-10 sorted evidence': 48468694.48626627, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049703.130399998, 'sorted_binaries': [1, 0, 1, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48468732.640009142, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049724.26523, 'sorted_binaries': [1, 1, 0, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 48468781.304753646, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049766.404289998, 'sorted_binaries': [1, 0, 0, 0, 0, 0, 0, 1, 0], 'Log-10 sorted evidence': 48468878.333525032, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049792.067159999, 'sorted_binaries': [0, 0, 0, 1, 0, 0, 1, 0, 0], 'Log-10 sorted evidence': 48468937.424466938, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049869.523290001, 'sorted_binaries': [1, 0, 0, 0, 0, 0, 1, 0, 0], 'Log-10 sorted evidence': 48469115.773797244, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049888.823920004, 'sorted_binaries': [0, 0, 0, 1, 0, 0, 0, 0, 1], 'Log-10 sorted evidence': 48469160.215140171, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049962.115529999, 'sorted_binaries': [1, 0, 0, 1, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 48469328.975308791, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21049969.27098, 'sorted_binaries': [1, 0, 0, 0, 0, 0, 0, 0, 1], 'Log-10 sorted evidence': 48469345.451341294, 'sorted_posteriors': 0.0}
{'sorted_evidence': 21050105.70369, 'sorted_binaries': [0, 1, 0, 1, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 48469659.599265538, 'sorted_posteriors': 0.0}
