true_binary_position:
7

{'sorted_evidence': 20201326.280099999, 'sorted_binaries': [0, 0, 0, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46515272.75126712, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20202325.399384998, 'sorted_binaries': [0, 0, 0, 0, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 46517573.308438882, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20203076.238129999, 'sorted_binaries': [0, 0, 0, 0, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 46519302.178540364, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20203951.34299, 'sorted_binaries': [0, 0, 0, 0, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 46521317.181945808, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20205552.551339999, 'sorted_binaries': [0, 0, 1, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46525004.100423299, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20205604.020000003, 'sorted_binaries': [0, 0, 0, 1, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46525122.61139258, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20206108.238919999, 'sorted_binaries': [0, 0, 0, 0, 0, 0, 0, 1, 0], 'Log-10 sorted evidence': 46526283.618361369, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20206554.586750001, 'sorted_binaries': [0, 1, 0, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46527311.372221015, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20206558.041405, 'sorted_binaries': [0, 0, 1, 0, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 46527319.326858118, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20206575.237460002, 'sorted_binaries': [1, 0, 0, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46527358.92223803, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20206601.613540001, 'sorted_binaries': [0, 0, 0, 0, 0, 0, 1, 0, 0], 'Log-10 sorted evidence': 46527419.655406646, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20206626.102260001, 'sorted_binaries': [0, 0, 0, 1, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 46527476.042768262, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20207041.67247, 'sorted_binaries': [0, 0, 0, 0, 0, 0, 0, 0, 1], 'Log-10 sorted evidence': 46528432.928538896, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20207107.429645002, 'sorted_binaries': [0, 0, 0, 0, 1, 0, 0, 1, 0], 'Log-10 sorted evidence': 46528584.340029813, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20207308.70377, 'sorted_binaries': [0, 0, 1, 0, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 46529047.790829644, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20207352.967462003, 'sorted_binaries': [0, 0, 0, 1, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 46529149.711747006, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20207554.722015001, 'sorted_binaries': [0, 1, 0, 0, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 46529614.268773183, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20207574.461235002, 'sorted_binaries': [1, 0, 0, 0, 1, 0, 0, 0, 0], 'Log-10 sorted evidence': 46529659.720006905, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20207596.744665001, 'sorted_binaries': [0, 0, 0, 0, 1, 0, 1, 0, 0], 'Log-10 sorted evidence': 46529711.029500641, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20207864.485690001, 'sorted_binaries': [0, 0, 0, 0, 0, 1, 0, 1, 0], 'Log-10 sorted evidence': 46530327.525993593, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20207946.35833, 'sorted_binaries': [0, 0, 0, 0, 0, 1, 1, 0, 0], 'Log-10 sorted evidence': 46530516.044713974, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20208028.59333, 'sorted_binaries': [0, 0, 0, 1, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 46530705.397799097, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20208040.311425, 'sorted_binaries': [0, 0, 0, 0, 1, 0, 0, 0, 1], 'Log-10 sorted evidence': 46530732.379709966, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20208183.985009998, 'sorted_binaries': [0, 0, 1, 0, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 46531063.200365037, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20208304.689789999, 'sorted_binaries': [0, 1, 0, 0, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 46531341.133392125, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20208325.216349997, 'sorted_binaries': [1, 0, 0, 0, 0, 1, 0, 0, 0], 'Log-10 sorted evidence': 46531388.397543184, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20208739.590550002, 'sorted_binaries': [0, 0, 0, 0, 1, 1, 0, 1, 0], 'Log-10 sorted evidence': 46532342.529399037, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20208791.150180001, 'sorted_binaries': [0, 0, 0, 0, 0, 1, 0, 0, 1], 'Log-10 sorted evidence': 46532461.24983447, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20208922.806880001, 'sorted_binaries': [0, 0, 0, 0, 1, 1, 1, 0, 0], 'Log-10 sorted evidence': 46532764.400589287, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20209180.665619999, 'sorted_binaries': [0, 1, 0, 0, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 46533358.142280102, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20209200.40484, 'sorted_binaries': [1, 0, 0, 0, 1, 1, 0, 0, 0], 'Log-10 sorted evidence': 46533403.593513824, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20209666.255040001, 'sorted_binaries': [0, 0, 0, 0, 1, 1, 0, 0, 1], 'Log-10 sorted evidence': 46534476.253239915, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20209839.440339997, 'sorted_binaries': [0, 0, 1, 1, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46534875.027130015, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20210340.748720001, 'sorted_binaries': [0, 0, 1, 0, 0, 0, 0, 1, 0], 'Log-10 sorted evidence': 46536029.332332805, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20210385.542900003, 'sorted_binaries': [0, 0, 0, 1, 0, 0, 0, 1, 0], 'Log-10 sorted evidence': 46536132.474743925, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20210763.87683, 'sorted_binaries': [0, 1, 1, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46537003.620811313, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20210799.131719999, 'sorted_binaries': [1, 0, 1, 0, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46537084.798195481, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20210832.90958, 'sorted_binaries': [0, 1, 0, 1, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46537162.574592389, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20210834.048280001, 'sorted_binaries': [0, 0, 1, 0, 0, 0, 1, 0, 0], 'Log-10 sorted evidence': 46537165.19654604, 'sorted_posteriors': 0.0}
{'sorted_evidence': 20210852.265969999, 'sorted_binaries': [1, 0, 0, 1, 0, 0, 0, 0, 0], 'Log-10 sorted evidence': 46537207.144327454, 'sorted_posteriors': 0.0}
